"SERIAL","QUESTNNR","STARTED","LASTDATA","SQ02_01","SQ02_02","SQ02_03","SQ02_04","SQ02_08","SQ02_09","SQ02_10","SQ02_13","SQ02_15","SQ02_16","SQ02_17","SQ02_20","SQ02_21","SQ02_24","SQ02_25","SQ02_21_re","SQ02_25_re","emprob","hyper","prosoc","SD44","MC01","MC05_01","MC09","MC02","MC06_01","MC10","MC03","MC07_01","MC11","MC04","MC08_01","MC12","P101","P102","P102_01","P103","P104","P105_01","P201","P202","P202_01","P203","P204","P205_01","P206","P207","P207_01","P208","P209","P210_01","P211","P212","P212_01","P213","P214","P215_01","P216","P217","P217_01","P218","P219","P220_01","PN01_01","PN01_02","PN01_03","PN01_04","PN01_05","PN01_06","PN01_07","PN01_08","PN01_09","PN02_01","PN02_02","PN02_03","PN02_04","PN02_05","PN02_06","PN02_07","PN02_08","PN02_09","aut_sat","com_sat","rel_sat","aut_dis","com_dis","rel_dis","PS01_01","PS01_02","PS01_03","PS01_04","PS01_05","PS01_06","PS01_07","PS01_08","PS01_09","PS01_10","PS01_04_re","PS01_05_re","PS01_07_re","PS01_08_re","pss","DP03_01","DP03_02","DP03_03","DP03_04","DP03_05","DP03_06","DP03_07","DP03_08","DP03_09","DP03_10","DP04_11","DP04_12","DP04_13","DP04_14","DP04_15","DP04_16","DP04_17","DP04_18","DP04_19","DP04_20","DP03_04_re","DP03_08_re","DP04_12_re","DP04_16_re","cesd","FK01_01","FK01_04","FK01_05","FK01_06","FK01_07","FK01_09","FK01_10","FK01_11","FK01_12","FK01_14","FK02_15","FK02_17","FK02_19","FK02_20","FK02_21","FK02_23","FK02_24","FK02_27","FK02_29","FK01_04_re","FK01_05_re","FK02_20_re","FK01_06_re","FK01_10_re","FK02_19_re","FK02_29_re","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST01_09","ST01_10","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST02_06","ST02_07","ST02_08","ST02_09","ST02_10","ST01_01_re","ST01_02_re","ST01_05_re","ST01_08_re","ST01_10_re","ST02_01_re","ST02_05_re","ST02_06_re","ST02_09_re","ST02_10_re","stai","VS01_01","VS01_02","VS01_03","VS01_04","VS01_05","VS01_06","VS01_07","VS01_02_re","vitality","LS01_01","LS01_02","LS01_03","LS01_04","LS01_05","swls","LO02_02","LO02_03","LO02_09","LO02_11","LO02_14","LO02_15","LO02_17","LO02_18","LO02_02_re","LO02_09_re","LO02_15_re","ucla","CV05_01","CV05_02","CV05_03","CV05_04","CV05_05","PT06_01","PT06_02","PT06_03","PT06_04","PT04_01","CV11_01","CV11_02","CV11_03","CV11_04","CV11_05","CV11_06","CV11_07","CV11_08","CV11_09","CV11_10","CV11_11","CV11_12","CV11_13","CV11_14","CV11_15","CV11_16","CV11_01_re","CV11_06_re","CV11_07_re","CV11_09_re","CV11_10_re","pasa_threat","pasa_chall","pasa_sc","pasa_control","pasa_pa","pasa_sa","pasa_stress"
"5btv85nuH6q2QtK","Post","2020-04-24 18:20:27","2020-04-24 18:35:50",3,1,1,2,2,3,1,1,1,1,NA,2,3,2,3,1,1,2,0,7.5,3,2,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,4,1,5,4,2,NA,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,4,2,4,6,3,5,3,4,3,2,3,3,3,4,4,4,2.66666666666667,5.66666666666667,3.33333333333333,3.33333333333333,2.66666666666667,4,5,5,3,4,3,4,4,6,2,5,4,4,4,4.2,3,1,2,2,3,2,3,2,1,3,3,2,1,1,1,2,2,2,2,1,3,3,3,3,23,3,1,3,4,2,2,4,3,3,4,2,3,4,4,3,3,2,4,3,5,3,2,2,2,2,3,2,2,3,3,1,3,4,2,3,2,2,2,1,2,2,2,4,1,1,2,3,3,4,3,3,3,3,3,4,3,2.9,3,5,2,2,4,4,3,3,3,5,5,4,5,5,4.8,6,3,3,4,3,5,2,5,2,5,3,3.375,4,4,6,5,7,5,1,1,5,2,1,7,2,4,4,1,4,4,1,3,3,4,6,5,2,4,7,7,4,7,5,6,6,2.75,4,6,3.375,2.625
"Y1is0uK9U1Cb2h9","Post","2020-04-21 13:19:12","2020-04-21 13:32:28",3,1,1,3,1,3,1,1,1,1,NA,3,2,1,3,2,1,0,1,10,3,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,1,5,4,2,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,4,4,7,4,7,3,2,1,1,5,4,1,1,5,5,4.33333333333333,7,3,1,1,1,5,5,4,3,5,4,5,5,3,4,5,4,3,4,2,1,1,4,4,2,1,2,1,3,2,3,1,1,1,3,1,1,1,1,1,3,2,2,12,4,1,1,2,3,3,3,5,3,4,4,2,2,1,4,5,2,3,3,5,5,5,4,3,4,3,3,4,3,2,2,1,2,3,2,3,3,2,1,1,3,3,2,1,3,3,2,1,3,2,2,2,2,2,2,2,1.85,5,2,2,5,4,4,4,6,4.28571428571429,5,6,6,7,6,6,5,1,6,1,1,1,1,1,3,2,7,2.125,5,4,7,7,7,4,1,1,5,4,3,7,6,6,5,2,2,7,1,2,5,5,6,6,6,5,5,6,6,7,6,5.75,6.25,5.75,5.75,6,5.75,0.25
"QkJQyMq0UF0Q3DF","Post","2020-04-22 20:34:54","2020-04-22 20:50:50",2,2,1,3,1,3,2,1,2,2,2,2,2,1,2,2,2,1,5,7,3,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,1,5,4,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,3,6,5,7,7,6,3,4,7,3,6,1,1,2,7,5,6.33333333333333,6.66666666666667,2.66666666666667,2,4,6,3,5,6,5,4,3,3,4,5,2,3,5,5,4.2,2,1,1,2,2,2,2,2,1,1,1,3,1,2,3,3,1,1,1,2,3,3,2,2,14,3,2,1,2,2,5,5,2,4,3,5,4,1,1,3,4,4,3,1,4,5,5,4,1,5,5,3,3,3,2,2,3,3,2,1,3,2,2,1,1,3,4,3,2,4,3,2,2,3,3,2,3,2,1,1,2,2.1,6,4,2,5,7,6,5,4,5,4,6,7,6,5,5.6,6,1,4,4,1,7,1,3,2,4,1,2.125,7,7,7,7,7,2,3,3,4,4,1,6,4,3,7,1,7,3,1,1,6,3,7,5,6,6,7,7,1,7,7,7,6.25,4.25,3.75,6.625,4,2.625
"g2mXirXTSjzXG4c","Post","2020-04-23 12:51:25","2020-04-23 13:10:27",2,1,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,5,3,7,3,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"04.05.20",6,1,5,4,2,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,5,1,4,5,3,5,5,4,1,1,5,1,1,2,5,4.66666666666667,3,4.66666666666667,3.33333333333333,1.66666666666667,1,2,4,3,5,5,6,6,4,4,2,3,3,2,4,3.3,1,1,1,3,2,1,2,4,1,1,3,3,1,1,1,3,1,1,1,2,2,1,2,2,8,4,1,1,2,4,2,2,4,3,4,2,5,3,1,3,5,5,4,3,5,5,5,4,4,3,3,3,4,1,2,3,1,1,3,1,3,3,1,1,1,3,4,2,1,4,3,2,1,2,2,2,2,2,1,1,2,1.45,6,2,5,5,5,4,4,6,5,4,3,4,3,4,3.6,4,1,5,1,1,5,2,1,4,3,3,2,6,7,7,5,6,5,3,2,5,2,3,5,7,6,5,1,1,7,4,3,6,4,3,2,5,6,5,7,7,4,5,4.25,4.75,6.25,5.75,4.5,6,-1.5
"bi5CkhnjFiLSHii","Post","2020-04-21 23:26:21","2020-04-21 23:52:14",3,1,1,3,1,3,2,1,1,1,3,3,2,1,2,2,2,0,3,10,3,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,5,4,2,NA,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,2,6,7,4,7,6,1,1,1,4,1,1,1,7,6.33333333333333,3.33333333333333,7,2.66666666666667,1,1,6,6,6,6,3,1,1,4,6,1,2,5,7,4,4.4,2,1,1,3,2,1,2,4,1,2,2,3,2,1,1,4,1,2,1,2,2,1,2,1,10,5,3,2,1,4,5,2,5,5,5,5,5,1,1,4,5,5,5,2,3,4,5,5,4,5,4,1,1,2,3,3,3,4,2,3,2,4,3,2,2,3,4,3,2,4,4,4,4,2,3,3,1,2,1,1,1,2.45,7,1,4,5,5,6,6,7,5.71428571428571,5,4,6,2,3,4,6,2,7,2,2,6,2,5,2,1,2,2.25,7,7,7,7,7,2,1,4,5,1,1,7,3,6,7,7,7,7,1,1,5,2,3,6,7,7,7,1,1,7,7,6,5.25,4,5.5,5.625,4.75,0.875
"IMLoZ4EMqfsXfAw","Post","2020-04-22 14:24:19","2020-04-22 14:36:17",2,2,1,3,2,3,2,2,3,2,3,3,2,2,1,2,3,4,7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,2,5,6,2,NA,1,1,3,3,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,7,1,4,1,3,5,7,5,7,7,2,2,2,3,7,3,1,1,2.33333333333333,3.66666666666667,7,5.33333333333333,2.66666666666667,1.66666666666667,7,7,6,2,2,7,2,2,2,6,6,6,6,6,5.9,2,1,2,2,1,3,3,2,1,3,2,2,1,2,1,1,2,2,1,1,3,3,3,4,21,1,1,1,1,4,5,1,3,4,3,4,3,1,1,4,5,5,4,4,5,5,5,5,5,5,2,3,2,3,3,2,3,3,1,3,3,2,3,3,2,3,1,3,2,2,2,2,3,3,4,2,3,2,4,3,3,2.85,2,5,1,1,2,3,3,3,2.14285714285714,7,7,7,7,7,7,5,1,7,1,1,4,4,1,3,1,4,2,3,4,7,5,7,5,1,1,5,3,1,7,3,3,7,1,4,3,1,1,1,1,6,7,1,2,7,7,4,7,7,6.75,7,2.25,2.25,6.875,2.25,4.625
"SNACGbdvvtnzZ6Y","Post","2020-04-23 15:04:01","2020-04-23 15:21:34",3,1,1,NA,1,3,1,1,1,1,NA,3,2,1,3,2,1,0,1,10,3,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,4,1,4,4,2,NA,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,6,5,6,6,5,7,1,1,2,1,6,1,1,1,5,5.66666666666667,5.33333333333333,6.33333333333333,1,1,1.33333333333333,1,1,2,6,6,1,4,6,2,1,2,2,4,2,1.8,1,1,1,4,1,1,1,3,1,1,2,3,1,1,1,4,1,1,1,1,1,2,2,1,3,4,1,1,1,3,4,2,4,2,4,4,4,1,1,4,5,4,2,2,5,5,5,5,4,5,4,4,4,2,1,4,1,1,3,1,3,4,1,1,1,4,4,2,1,4,3,1,1,1,2,2,1,1,1,1,2,1.25,6,2,1,7,6,6,6,6,5.42857142857143,6,6,6,6,6,6,5,1,6,1,1,3,1,1,3,2,5,1.875,2,2,7,2,5,5,2,2,5,2,6,7,6,4,3,1,1,4,3,2,2,3,2,5,4,6,2,7,7,5,6,3,6.25,4.75,4.25,4.625,4.5,0.125
"dAc0dthjSlC7zqv","Post","2020-04-22 12:00:45","2020-04-22 12:11:58",3,1,1,3,1,3,1,1,2,1,3,2,2,1,3,2,1,0,2,9,3,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,1,5,4,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,1,7,6,2,6,1,1,1,1,7,1,2,2,6,6.33333333333333,3.33333333333333,6.33333333333333,1,1.66666666666667,1,1,6,2,4,1,2,7,6,4,1,4,7,1,2,3,3,1,1,4,1,1,1,2,1,3,2,4,1,1,1,4,2,1,1,1,1,3,1,1,8,4,1,1,1,2,3,2,5,3,4,3,4,1,1,4,5,3,4,2,5,5,5,5,4,5,4,3,3,2,2,3,1,2,3,3,3,3,1,1,1,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1.9,7,2,5,6,7,6,6,6,6.14285714285714,5,5,5,6,7,5.6,4,1,6,1,5,1,1,1,4,2,7,2.75,5,5,7,7,7,2,5,5,4,5,4,7,6,6,7,1,1,7,2,1,4,1,7,7,5,5,4,7,7,6,7,6,7,5.5,4.75,6.5,5.125,1.375
"ZMDXpI8VMrPjgJW","Post","2020-04-25 19:24:03","2020-04-25 19:36:55",3,1,1,NA,1,3,1,1,1,1,3,3,3,1,3,1,1,0,0,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,6,6,7,6,7,2,2,1,6,6,2,1,1,6,6,6,7,2,1,2.66666666666667,1,2,2,7,6,1,7,7,1,1,1,2,1,1,1.3,1,1,1,4,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,2,4,3,4,4,5,2,1,4,5,4,3,1,5,5,5,4,4,4,5,4,3,2,2,3,1,1,3,1,4,3,1,1,1,4,4,1,1,3,3,1,2,2,2,1,2,1,1,2,2,1.4,6,3,2,7,7,7,7,5,5.85714285714286,6,6,7,7,7,6.6,7,1,5,1,1,7,1,5,1,3,1,1.75,2,5,6,6,5,5,1,1,5,2,6,7,7,6,2,1,1,5,6,4,7,6,2,5,6,5,2,7,7,2,4,2,5.75,6.75,5.5,3.875,6.125,-2.25
"VXCjOIRgtY5i2VM","Post","2020-04-30 16:12:34","2020-04-30 21:22:22",2,3,1,NA,3,3,3,3,3,2,2,2,1,2,2,3,2,6,9,6.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,3,6,2,2,6,2,7,6,6,2,4,6,1,6,1,2,5.33333333333333,2.33333333333333,6.33333333333333,4.33333333333333,3.33333333333333,7,7,7,1,2,7,5,4,7,6,7,6,3,4,6.1,3,2,2,1,3,3,4,1,2,2,4,2,2,4,3,2,3,3,1,2,4,4,3,3,37,3,1,1,1,4,4,2,2,5,4,4,3,2,1,5,4,3,1,5,5,5,5,5,4,4,1,2,2,3,3,1,2,3,1,3,2,2,3,2,4,2,2,3,4,2,1,3,3,4,4,3,3,3,3,3,4,3.15,4,6,1,2,1,3,4,2,2.42857142857143,1,5,5,3,2,3.2,5,7,3,6,6,6,7,7,3,5,2,5.375,7,3,7,6,4,5,1,1,5,2,2,6,6,6,2,4,1,7,1,1,3,6,5,7,7,6,6,4,7,7,7,5,6,5.75,6.25,5.5,6,-0.5
"49JwJ6ICavyWBSb","Post","2020-04-24 18:15:24","2020-04-24 18:39:29",2,2,1,NA,2,NA,1,2,2,1,NA,NA,3,1,2,1,2,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,1,4,2,NA,5,1,2,4,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,7,1,1,6,4,6,7,4,7,1,1,1,1,4,1,1,1,6,6,4,7,1,1,1,1,5,1,6,4,1,5,5,6,1,2,4,3,3,2.7,2,1,1,2,1,1,1,3,1,1,2,3,1,1,1,3,1,1,1,1,3,2,2,2,7,1,1,2,4,2,2,5,5,2,5,5,4,3,5,3,1,2,5,5,5,4,1,2,1,3,1,3,3,2,1,3,1,1,4,1,3,3,1,1,1,3,3,2,1,3,3,2,2,2,1,2,2,2,2,2,2,1.55,7,1,5,7,6,7,7,7,6.57142857142857,6,6,6,6,4,5.6,7,1,5,1,1,6,1,1,1,3,2,1.375,5,3,7,3,6,5,1,1,5,2,1,7,2,1,4,1,1,3,1,7,2,1,4,4,1,2,7,7,7,7,1,5.5,4.75,3,1.75,5.125,2.375,2.75
"wsKkZoZz111XKcG","Post","2020-04-22 13:37:53","2020-04-22 13:58:34",3,1,1,2,1,3,1,1,1,1,NA,2,3,1,3,1,1,0,0,7.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,NA,5,1,5,4,2,NA,5,2,4,4,2,NA,5,2,4,NA,NA,NA,NA,NA,NA,6,1,1,5,4,6,6,4,6,1,1,1,1,4,1,1,1,6,5.66666666666667,4,6,1,1,1,1,1,1,7,1,2,6,3,5,1,1,7,2,5,2.6,2,2,1,4,1,1,2,4,1,1,1,4,1,1,2,4,1,1,1,1,1,1,1,1,4,5,1,1,2,3,4,2,5,4,5,5,4,1,1,2,5,5,4,1,5,5,5,4,4,5,5,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,3,1,1,4,4,1,1,1,2,1,1,2,2,1,1,1.15,6,2,3,3,7,4,4,6,4.71428571428571,7,7,7,4,7,6.4,3,1,7,1,6,1,1,1,5,1,7,2.875,5,5,5,7,7,3,3,3,5,1,2,5,6,6,1,1,2,6,3,1,7,6,1,7,6,6,6,7,6,5,7,3.25,6.5,6.25,6,4.875,6.125,-1.25
"xRxuaJjyFsCTAz8","Post","2020-04-23 12:11:15","2020-04-23 12:26:03",2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,6,7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,6,2,1,1,2,NA,6,2,1,3,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,7,1,2,5,6,5,6,6,6,4,3,3,1,6,1,1,1,5,5,6,6.33333333333333,2.66666666666667,1.33333333333333,1.66666666666667,3,2,3,4,4,3,5,4,4,3,4,4,3,4,3.3,2,1,1,4,2,1,2,3,1,1,2,3,2,1,1,3,2,2,1,2,1,2,2,2,11,4,1,1,1,3,4,3,3,4,4,4,4,1,2,3,5,5,2,3,5,5,4,5,3,5,3,3,3,2,2,3,2,1,3,2,3,3,1,1,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1.75,4,5,2,4,6,4,4,3,3.85714285714286,6,6,6,6,6,6,6,1,4,1,1,2,1,1,2,4,6,2.125,2,2,4,6,4,5,1,1,5,3,7,4,4,6,2,1,1,6,4,3,4,5,2,4,5,5,1,7,7,4,5,2.25,5,5,5.5,3.625,5.25,-1.625
"V9zsD4xuXvLi7VJ","Post","2020-04-22 13:32:43","2020-04-22 13:49:58",2,1,1,3,2,3,2,2,2,2,3,3,3,2,3,1,1,4,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"4.Mai",5,1,1,4,1,"24.April",3,1,5,6,2,NA,6,2,NA,6,1,"03. Mai",5,2,1,7,2,4,1,4,1,7,4,7,7,7,1,4,4,7,1,6,1,1,4,7,7,3.66666666666667,2.33333333333333,7,4,7,4,6,7,4,3,7,2,4,2,4,5,4.9,2,1,1,3,1,2,3,1,2,4,3,3,2,2,1,3,1,1,1,2,2,4,2,2,19,4,1,1,2,2,2,1,3,3,3,4,4,2,1,3,5,2,3,4,5,5,5,4,5,4,2,3,4,3,2,3,1,3,1,3,3,3,3,1,2,3,2,4,2,3,3,2,1,2,4,2,2,2,3,2,2,2.3,2,6,3,3,5,6,5,2,3.71428571428571,2,2,5,6,3,3.6,3,4,7,2,2,6,6,2,5,1,2,3,7,7,7,7,2,5,1,1,5,1,1,7,7,2,7,1,2,5,1,1,6,6,7,7,7,6,7,7,6,7,7,7,7,6.5,4.75,7,5.625,1.375
"bnv8mZFPopkp9ON","Post","2020-04-18 21:25:24","2020-04-18 21:30:43",3,2,1,1,1,2,1,1,2,2,3,2,2,1,2,2,2,1,4,6,3,1,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,3,5,2,NA,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,3,5,5,5,3,4,2,5,4,5,2,2,2,2,3.33333333333333,4.33333333333333,4,2.66666666666667,3,4,2,3,4,5,3,3,3,4,3,3,3,5,5,4,3.5,2,1,2,3,2,2,2,3,2,2,4,3,3,2,2,2,1,2,1,3,2,2,2,3,22,5,1,4,3,2,3,3,3,2,4,2,2,3,2,3,2,3,3,3,5,2,4,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,4,3,3,3,3,2,2,3,3,3,2.45,3,5,4,4,4,4,3,3,3.57142857142857,3,5,3,3,4,3.6,5,5,4,5,5,4,5,5,3,4,4,4.5,2,4,5,3,4,3,2,3,4,1,5,4,4,5,5,5,6,5,6,5,5,5,5,4,6,5,3,3,2,2,3,3.75,3.5,4.25,5,3.625,4.625,-1
"7k3qLJU5Tq9cg9E","Post","2020-04-25 20:47:26","2020-04-25 21:08:23",2,3,1,3,2,2,3,2,3,3,2,2,2,2,2,2,2,5,8,6,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,6,1,5,3,2,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,3,6,4,6,6,5,6,5,3,3,6,5,2,2,5,4,6,5.66666666666667,5.33333333333333,2.66666666666667,2.33333333333333,7,5,7,5,3,4,5,4,4,4,3,5,3,4,4.6,2,1,1,4,2,1,3,3,1,1,3,3,1,2,1,3,1,1,1,1,1,2,2,2,10,2,1,1,1,4,5,1,5,4,4,5,3,1,1,3,5,3,2,4,5,5,5,5,5,5,2,2,3,4,2,2,2,3,2,2,2,2,2,1,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2.55,4,6,1,4,5,5,3,2,3.42857142857143,4,5,6,5,7,5.4,5,1,5,5,5,4,5,2,3,3,4,3.5,2,3,6,6,6,5,2,3,4,3,3,7,6,5,5,1,1,5,1,1,4,2,3,7,2,5,5,7,7,7,7,5,7,4.75,4.25,6,4.5,1.5
"pJ0zSEOMd6YjcnT","Post","2020-04-22 12:31:18","2020-04-22 12:38:36",3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,0,0,10,3,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,5,4,1,"27.4.",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,7,7,7,7,7,1,1,1,1,7,1,1,1,7,7,7,7,1,1,1,1,1,1,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,0,5,1,1,1,1,5,1,5,5,5,5,5,1,1,4,5,4,5,4,5,5,5,5,5,5,2,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,1,1,1,1,1,3,3,7,1,5,1,1,5,3,7,7,7,7,1,1,1,7,7,7,7,7,1,7,7,7,1,7,7,1,1,1,5.5,7,7,3.25,7,-3.75
"hkig7JujO2hkC4R","Post","2020-04-18 12:06:48","2020-04-18 12:24:38",3,1,1,2,1,2,1,1,2,2,2,3,3,2,2,1,2,2,2,7,3,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"27.04.2020",2,1,3,4,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,5,2,5,6,2,6,2,3,2,1,5,3,2,2,5,5,3,5.66666666666667,2.66666666666667,2,1.66666666666667,1,3,2,6,5,2,5,5,3,1,2,3,3,3,2.3,2,1,1,4,1,1,1,3,1,1,1,4,1,1,1,3,1,1,1,1,1,2,1,2,3,4,2,2,3,4,4,3,5,4,5,4,3,4,1,4,5,4,2,2,4,4,5,3,3,2,4,4,3,1,2,3,1,2,4,2,3,3,1,1,1,3,3,2,1,3,3,1,2,2,1,2,2,2,2,2,2,1.6,5,2,4,5,3,5,5,6,4.71428571428571,5,7,6,6,6,6,6,1,5,2,2,6,2,2,2,3,2,2,4,2,6,6,5,5,2,2,5,3,5,6,2,4,4,2,2,7,6,4,3,2,3,3,3,2,3,6,6,2,4,3,4.75,3.5,3.75,3.875,3.625,0.25
"8LQAK82MiKmI2rt","Post","2020-04-22 21:23:06","2020-04-22 21:40:25",3,1,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,5,4,7,3,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,5,3,2,NA,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,4,2,5,6,3,6,4,3,3,3,4,3,2,2,4,4.33333333333333,3,6,3.33333333333333,2.33333333333333,3,2,5,4,4,3,5,4,2,3,1,4,5,4,6,3.9,2,1,1,3,2,2,3,2,1,1,1,3,2,1,1,1,1,2,1,3,2,3,2,4,16,2,1,2,3,3,4,2,3,3,4,3,4,2,1,4,4,3,3,5,5,4,5,3,4,4,1,3,3,2,2,2,1,2,2,2,3,2,1,1,2,3,2,2,1,2,3,2,2,3,3,2,3,2,3,3,2,2.05,4,5,2,2,4,3,2,3,2.85714285714286,5,6,6,7,5,5.8,7,2,2,2,2,5,2,6,1,6,3,3,7,6,6,7,2,4,1,1,5,2,1,5,3,2,6,2,3,3,1,3,3,2,3,5,3,4,7,6,5,7,5,5.75,5.25,3.5,2.75,5.5,3.125,2.375
"S1Hu6tlyyqNLL94","Post","2020-04-23 20:46:37","2020-04-23 21:01:22",1,1,1,3,1,3,1,1,2,1,3,3,3,1,3,1,1,0,1,8,3,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"5. Mai 2020",5,1,5,4,1,"5.Mai 2020",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,1,4,1,4,1,1,2,1,1,1,1,1,4,3,1,4,1,1,1.33333333333333,1,2,4,4,2,1,1,2,2,1,4,6,7,6,3.4,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,4,3,3,3,15,5,1,1,1,4,3,1,5,4,5,5,5,1,1,5,5,4,4,4,5,5,5,5,5,5,2,2,3,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,3,2,4,3,3,3,3,3,3,3,2.25,4,5,2,4,7,5,4,3,4.14285714285714,4,3,7,5,2,4.2,4,1,6,1,1,7,1,1,4,2,1,1.5,7,7,7,7,7,5,1,1,1,3,7,7,7,7,6,4,1,7,7,1,7,5,7,6,6,7,1,4,7,1,7,3.75,6,6.75,6.5,4.875,6.625,-1.75
