participant_id,gender,genderother,trans,age,handedness,race___0,race___1,race___2,race___3,race___4,race___5,race_other,ethnicity,language,language_other,sexuality,sexuality_other,marital,grade,degree,degree_other,employment,occupation,militaryaffil,income,religion,religion_other,pidsf1,pidsf2,pidsf3,pidsf4,pidsf5,pidsf6,pidsf7,pidsf8,pidsf9,pidsf10,pidsf11,pidsf12,pidsf13,pidsf14,pidsf15,pidsf16,pidsf17,pidsf18,pidsf19,pidsf20,pidsf21,pidsf22,pidsf23,pidsf24,pidsf25,pidsf26,pidsf27,pidsf28,pidsf29,pidsf30,pidsf31,pidsf32,pidsf33,pidsf34,pidsf35,pidsf36,pidsf37,pidsf38,pidsf39,pidsf40,pidsf41,pidsf42,check5,pidsf43,pidsf44,pidsf45,pidsf46,pidsf47,pidsf48,pidsf49,pidsf50,pidsf51,pidsf52,pidsf53,pidsf54,pidsf55,pidsf56,pidsf57,pidsf58,pidsf59,pidsf60,pidsf61,pidsf62,pidsf63,pidsf64,pidsf65,pidsf66,pidsf67,pidsf68,pidsf69,pidsf70,pidsf71,pidsf72,pidsf73,pidsf74,pidsf75,pidsf76,pidsf77,pidsf78,pidsf79,pidsf80,pidsf81,pidsf82,pidsf83,pidsf84,pidsf85,pidsf86,pidsf87,pidsf88,check6,pidsf89,pidsf90,pidsf91,pidsf92,pidsf93,pidsf94,pidsf95,pidsf96,pidsf97,pidsf98,pidsf99,pidsf100,pid5_sf_complete
51,0,,0,22,1,1,0,0,0,0,0,,0,0,,5,Queer,4,8,2,,8,4,4,5,6,,1,0,1,2,0,0,0,0,2,0,2,1,0,0,0,0,3,0,1,1,0,0,0,3,1,2,0,0,1,0,1,3,0,0,0,2,1,1,1,3,3,0,2,2,0,2,1,0,3,2,0,0,1,2,0,1,1,0,1,0,2,0,0,0,1,2,2,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,0,0,2,0,0,0,0,1,3,1,3,2,1,0,0,2,0,2,1,0,2
52,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
53,0,,0,30,1,1,0,0,0,0,0,,0,0,,2,,4,9,2,,0,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
54,1,,1,37,1,1,0,0,0,0,0,,0,0,,5,Queer,4,9,3,,5,4,4,1,8,,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,3,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
55,1,,0,24,1,0,0,1,0,0,0,,0,0,,0,,4,9,3,,0,5,4,3,1,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,3,0,0,0,3,2,0,3,0,2,3,0,2,3,3,3,1,0,0,3,2,0,3,0,0,0,0,0,0,1,3,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,1,0,3,0,2,3,1,3,3,2,3,0,3,0,1,3,0,0,0,3,0,2,0,3,0,3,2,2
56,0,,0,27,1,0,1,0,0,0,0,,0,0,,0,,4,9,3,,5,5,4,1,5,,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
57,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,6,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2
58,1,,0,25,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,5,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
59,0,,0,27,0,1,0,0,0,0,0,,0,0,,3,,4,9,3,,5,5,4,2,6,,0,2,0,0,0,0,0,0,0,2,1,2,3,0,0,2,0,0,0,0,2,2,0,2,0,0,1,1,0,0,2,1,2,0,2,2,0,2,1,0,2,0,2,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,2,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,0,0,0,1,2
60,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,3,4,2,8,,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,3,1,1,1,1,2,1,2,1,0,2,1,0,2,0,2,1,0,1,2,0,2,2,1,1,1,2,2,1,2,1,0,2,2,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,1,2,0,1,1,1,2,3,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,2,0,2
61,0,,0,23,1,1,0,0,0,0,0,,0,0,,4,,4,8,2,,5,5,4,1,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
62,0,,0,28,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,5,4,4,1,8,,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,2,2,1,1,1,1,2,1,1,0,0,0,0,0,1,2,1,0,2,2,1,1,1,0,2,0,2,0,2,2,1,1,2,1,1,1,0,1,1,1,0,0,2,1,0,1,1,1,1,0,2,1,0,1,0,1,1,0,0,0,1,2,1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,2,1,2
63,1,,0,30,0,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,7,2,,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,1,1,1,0,2,2,2,1,1,1,0,2,2,1,2,0,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,2,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,0,2,1,2
64,0,,0,28,1,1,0,0,0,0,0,,0,0,,2,,0,8,2,,0,4,4,9,6,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,3,0,0,0,0,0,0,2,2,0,0,0,3,0,0,2,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2
65,1,,0,31,1,1,0,0,0,0,0,,0,0,,0,,4,7,1,,1,0,4,2,0,,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
66,0,,0,30,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,9,5,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,3,0,0,3,0,0,0,0,0,1,2,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,2
67,2,,0,37,1,1,0,0,0,0,0,,0,0,,3,,0,9,4,,5,4,4,9,8,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2
68,0,,0,30,1,1,0,0,0,0,0,,0,0,,0,,4,9,4,,0,4,4,3,5,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
69,0,,0,22,0,1,0,0,0,0,0,,0,0,,4,,4,8,2,,0,4,4,9,8,,0,2,2,2,0,1,1,0,2,0,1,1,1,1,1,1,1,1,2,2,0,1,1,2,2,1,1,0,0,0,1,2,1,0,2,1,1,1,3,1,2,1,2,1,2,1,2,3,1,2,1,1,0,1,1,2,1,0,1,0,2,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,1,0,1,0,0,2,2,0,0,1,0,1,1,1,1,2
70,0,,0,29,1,0,0,1,0,0,0,,0,2,Tamil Telugu,0,,0,9,3,,6,6,4,3,1,,0,3,3,2,1,1,0,2,0,0,0,2,1,0,0,1,2,1,0,1,2,0,3,2,0,0,0,0,0,1,1,1,1,0,3,2,0,0,2,0,2,1,2,1,2,2,0,1,2,3,0,0,0,1,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,3,2,1,0,3,0,0,0,2,1,1,1,0,2,2,0,0,0,2,2,0,0,3,2
71,0,,0,23,0,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,0,,0,21,1,0,0,1,0,0,0,,0,0,,0,,4,8,2,,5,5,4,1,8,,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2
73,0,,0,24,1,0,1,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,2,5,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
74,0,,0,34,1,1,0,0,0,0,0,,0,0,,0,,4,7,1,,0,4,2,2,6,,0,2,2,2,2,1,0,2,1,1,1,1,1,0,0,1,2,0,0,1,2,1,0,0,0,0,1,2,1,2,2,0,2,0,1,2,0,1,1,0,0,2,2,1,0,0,1,0,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,2
75,0,,0,35,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,4,2,,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,2,0,0,2,3,1,0,0,0,0,1,2,3,2,1,1,3,0,0,0,0,2,2,2,0,2,3,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,2
76,0,,0,31,0,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,4,5,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,2,1,2,1,0,1,0,1,1,0,1,0,2,1,0,0,1,0,1,1,0,1,0,2,1,1,3,1,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,2
77,1,,0,23,0,0,0,1,0,0,0,,0,0,,0,,4,8,2,,0,4,4,1,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2
78,0,,0,21,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,5,,0,3,2,2,3,3,2,2,1,2,0,0,1,0,0,2,2,1,1,2,2,2,2,1,1,2,2,0,0,0,0,1,1,0,1,1,0,1,2,0,2,0,2,1,1,2,1,0,0,2,1,0,1,2,0,2,1,1,1,0,2,2,1,0,1,1,1,2,0,0,2,2,1,0,2,0,2,2,1,0,1,2,1,0,1,0,0,2,0,1,1,0,2,2,1,1,1,1,2,0,1,1,2
79,0,,0,29,0,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,6,8,,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,1,0,1,0,0,0,2,2,0,0,1,2,0,0,2,0,2,0,2,0,2,2,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,2,0,0,0,2
80,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,0,9,4,,0,4,4,7,5,,0,1,2,2,0,1,0,0,1,0,0,2,0,0,0,0,3,1,0,1,0,0,2,1,1,0,0,0,0,0,2,1,1,0,1,3,0,0,1,0,2,2,2,1,3,3,1,0,3,1,1,1,0,2,0,0,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,2,0,0,0,1,0,2,2,3,1,2,1,0,0,0,0,2,0,1,3,1,0,2,0,0,1,0,2,0,2,1,2
81,0,,0,36,1,1,0,0,0,0,0,,0,0,,2,,4,9,3,,0,4,4,5,6,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2
82,0,,0,32,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,7,8,,0,0,2,2,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,2,2,2,2,2,0,1,1,0,1,0,2,2,0,0,2,2,0,0,1,1,1,2,2,0,1,2,1,3,1,0,0,1,1,0,0,0,0,2,0,1,2,0,1,0,1,2,0,0,0,1,1,0,1,1,0,0,2,2,0,2,2,0,0,1,1,0,2,0,1,2,2,0,2,1,1,0,0,1,0,1,0,2
83,1,,0,21,1,0,0,1,0,0,0,,0,2,Chinese,1,,4,8,2,,5,5,4,0,8,,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,2,3,2,3,1,2,0,0,1,0,2,1,0,0,0,0,0,3,0,0,0,1,0,2,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,2,0,0,0,3,0,1,0,0,2,0,1,1,0,0,3,0,2,1,2
84,0,,0,30,1,0,0,0,0,1,0,,0,0,,0,,4,8,2,,0,4,4,2,9,methodist,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,2,3,0,0,2,2,2,3,0,2,0,0,0,0,2,0,0,0,3,2,2,0,2,1,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,2
85,0,,0,38,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,6,6,4,1,5,,1,0,2,1,0,0,0,0,1,0,1,3,0,0,0,0,1,0,3,1,0,0,2,1,1,0,1,1,1,0,2,2,1,0,0,2,0,2,2,1,2,0,1,1,1,1,2,1,1,1,2,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,0,2,1,0,1,0,1,1,2,1,0,0,0,1,0,0,0,2
86,1,,0,26,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,5,5,,0,1,2,3,1,1,0,0,1,1,0,1,0,0,0,1,1,2,2,2,1,0,3,1,2,0,1,2,0,2,2,2,1,2,2,2,1,0,1,0,0,1,2,1,2,2,2,1,1,2,2,1,1,2,0,0,0,0,1,0,0,2,0,1,2,1,3,0,1,0,1,0,0,1,0,0,0,2,0,0,2,1,0,2,2,0,0,1,0,1,1,1,1,2,1,3,1,1,2,0,2,1,2
87,0,,0,25,0,0,0,1,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,6,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,3,2,0,0,0,1,1,2,1,1,2,1,2,2,0,3,2,2,2,2,3,1,1,3,2,1,1,1,2,0,2,0,0,2,0,1,2,1,0,2,1,2,1,0,1,2,2,1,1,2,1,0,2,2,2,2,1,1,1,2,1,1,2,0,1,2,1,2,2,0,1,1,2,1,1,2,1,2
88,0,,0,23,1,1,0,0,0,0,0,,0,0,,2,,4,8,2,,0,4,4,2,6,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,1,1,0,1,0,3,2,0,1,2,0,1,2,0,0,2,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,0,1,0,2
89,0,,0,33,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,8,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,2,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2
90,0,,0,34,1,1,0,0,0,0,0,,0,0,,0,,2,8,2,,0,4,4,3,9,Lutheran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91,1,,0,24,1,0,1,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,1,9,Methodist,0,2,2,2,2,1,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0,1,1,2,1,1,0,2,2,2,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,1,0,2
92,0,,0,29,1,1,0,0,0,0,0,,0,0,,2,,4,9,4,,0,4,4,6,2,,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,2,1,2,2,0,1,1,0,1,0,3,2,0,1,2,0,0,2,0,0,1,2,0,1,1,2,2,2,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,0,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,2
93,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,2,4,4,9,8,,0,2,1,0,2,1,0,1,0,0,0,0,0,0,1,2,2,1,0,0,2,2,3,2,0,0,0,0,1,0,1,3,3,2,2,1,0,2,2,1,3,3,2,0,2,2,0,1,1,2,1,0,0,2,0,2,1,0,2,2,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,1,2,3,2,0,0,0,0,0,2,0,1,2,0,2,1,1,2,1,2,2,2,0,1,2
94,0,,0,23,1,0,0,0,0,1,0,,0,0,,0,,4,8,2,,0,4,4,2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
95,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,6,,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,2,2,0,3,0,0,3,0,0,2,0,1,0,0,0,2,2,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
96,0,,0,22,1,1,0,0,0,0,0,,0,0,,3,,4,8,2,,0,4,4,3,5,,2,1,0,0,0,0,0,0,2,3,2,2,0,1,0,1,3,0,0,0,1,2,3,3,0,2,1,0,0,0,3,3,3,0,2,3,1,2,1,0,3,2,2,2,1,3,0,0,3,2,2,0,1,3,0,2,0,1,3,1,3,1,1,0,0,2,3,1,0,0,2,3,0,0,3,1,0,3,3,3,3,3,0,1,1,0,2,3,0,1,2,1,2,0,0,1,0,1,3,0,1,1,2
97,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,8,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,1,3,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2
98,0,,0,23,1,1,0,1,0,0,0,,0,0,,3,,0,8,2,,0,4,4,6,8,,0,0,2,2,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,2,2,2,2,2,1,0,2,1,0,2,2,2,2,2,1,2,0,1,1,0,1,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,2,0,0,0,2,0,0,2,0,1,2,0,0,2,0,1,0,0,0,0,0,0,2
99,0,,0,30,1,0,0,1,0,0,0,,0,0,,0,,0,9,4,,2,5,4,4,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,3,0,1,2,2,1,2,2,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,2
100,0,,0,24,1,1,0,0,0,0,0,,0,0,,3,,4,8,2,,5,5,4,0,8,,0,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,1,0,1,0,2,2,1,1,1,3,1,0,0,1,1,0,2,0,1,2,2,2,0,2,2,0,1,2,0,3,2,1,1,1,2,0,2,2,1,1,0,1,0,0,0,0,1,2,1,1,0,1,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,2,1,2,2,0,0,0,0,0,0,2
101,0,,0,32,1,1,0,0,0,0,0,,0,0,,0,,0,7,1,,6,4,4,8,6,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,1,1,1,1,0,2,0,0,2,0,1,0,2,2,0,0,1,1,2,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2
102,0,,0,29,1,0,0,1,0,0,0,,0,0,,0,,3,7,0,,7,3,4,0,1,,2,1,0,0,3,2,0,3,0,0,1,2,0,1,0,0,1,1,1,0,1,0,2,2,1,0,1,0,3,1,2,1,1,0,2,2,2,3,2,3,3,2,2,1,2,2,1,2,2,2,1,1,1,2,0,1,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,3,1,1,1,1,1,2,2,2,2,2,1,1,0,2,2,2,0,1,2,2,2,1,1,0,1,0,2,0,2,1,2
103,0,,0,22,1,0,0,1,0,0,0,,0,2,Hindi,2,,4,8,2,,5,5,4,0,8,,0,1,3,2,0,1,0,1,1,2,1,0,0,0,1,0,3,0,0,2,1,2,2,1,0,2,2,1,0,1,1,2,1,0,1,2,0,0,2,0,2,1,2,2,0,3,0,2,2,2,1,0,1,2,0,2,0,0,2,0,2,2,0,1,0,1,1,0,0,0,2,2,0,1,1,0,0,2,1,2,1,1,0,0,2,0,1,2,0,1,0,0,1,3,0,2,0,0,1,0,2,0,2
