"SERIAL","QUESTNNR","STARTED","LASTDATA","SD23","SD49","SD39","SD43","SD44","SD45","SD46","SD47","SD48","SD51","SD52","SD53","SD54","SD55","SD56","SD50","AC02_01","AC02_02","AC02_03","AC02_04","AC02_05","AC02_06","AC02_07","AC02_08","AC02_09","AC02_10","SQ03_01","SQ03_02","SQ03_03","SQ03_04","SQ03_05","SQ03_06","SQ03_07","SQ03_08","SQ03_09","SQ03_10","SQ03_11","SQ03_12","SQ03_13","SQ04_14","SQ04_15","SQ04_16","SQ04_17","SQ04_18","SQ04_19","SQ04_20","SQ04_21","SQ04_22","SQ04_23","SQ04_24","SQ04_25","SQ04_21_re","SQ04_25_re","SQ03_07_re","SQ03_11_re","SQ04_14_re","emprob","hyper","prosoc","conduct","peer","PN01_01","PN01_02","PN01_03","PN01_04","PN01_05","PN01_06","PN01_07","PN01_08","PN01_09","PN02_01","PN02_02","PN02_03","PN02_04","PN02_05","PN02_06","PN02_07","PN02_08","PN02_09","aut_sat","com_sat","rel_sat","aut_dis","com_dis","rel_dis","PS01_01","PS01_02","PS01_03","PS01_04","PS01_05","PS01_06","PS01_07","PS01_08","PS01_09","PS01_10","PS01_04_re","PS01_05_re","PS01_07_re","PS01_08_re","pss","DP03_01","DP03_02","DP03_03","DP03_04","DP03_05","DP03_06","DP03_07","DP03_08","DP03_09","DP03_10","DP04_11","DP04_12","DP04_13","DP04_14","DP04_15","DP04_16","DP04_17","DP04_18","DP04_19","DP04_20","DP03_04_re","DP03_08_re","DP04_12_re","DP04_16_re","cesd","FK01_01","FK01_04","FK01_05","FK01_06","FK01_07","FK01_09","FK01_10","FK01_11","FK01_12","FK01_14","FK02_15","FK02_17","FK02_19","FK02_20","FK02_21","FK02_23","FK02_24","FK02_27","FK02_29","FK01_04_re","FK01_05_re","FK02_20_re","FK01_06_re","FK01_10_re","FK02_19_re","FK02_29_re","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST01_09","ST01_10","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST02_06","ST02_07","ST02_08","ST02_09","ST02_10","ST01_01_re","ST01_02_re","ST01_05_re","ST01_08_re","ST01_10_re","ST02_01_re","ST02_05_re","ST02_06_re","ST02_09_re","ST02_10_re","stai","VS01_01","VS01_02","VS01_03","VS01_04","VS01_05","VS01_06","VS01_07","VS01_02_re","vitality","LS01_01","LS01_02","LS01_03","LS01_04","LS01_05","swls","LO02_02","LO02_03","LO02_09","LO02_11","LO02_14","LO02_15","LO02_17","LO02_18","LO02_02_re","LO02_09_re","LO02_15_re","ucla","NE01_01","NE01_02","NE01_03","NE01_04","NE01_05","NE01_06","NE01_07","NE02_08","NE02_09","NE02_10","NE02_11","NE02_12","NE02_13","NE02_14","NE03_15","NE03_16","NE03_17","NE03_18","NE03_19","NE03_20","NE03_21","NE01_01_re","NE01_02_re","NE02_08_re","NE02_09_re","NE02_11_re","NE02_12_re","NE03_17_re","NE03_21_re","extra","agree","consc","neurot","open","CV05_01","CV05_02","CV05_03","CV05_04","CV05_05","CV11_01","CV11_02","CV11_03","CV11_04","CV11_05","CV11_06","CV11_07","CV11_08","CV11_09","CV11_10","CV11_11","CV11_12","CV11_13","CV11_14","CV11_15","CV11_16","CV11_01_re","CV11_06_re","CV11_07_re","CV11_09_re","CV11_10_re","pasa_threat","pasa_chall","pasa_sc","pasa_control","pasa_pa","pasa_sa","pasa_stress","PT06_01","PT06_02","PT06_03","PT06_04","PT04_01","CF01","CF09","CF17","CF25","CF02_01","CF10_01","CF18_01","CF26_01","CF03","CF11","CF19","CF27","CF04","CF12","CF20","CF28","CF05_01","CF13_01","CF21_01","CF29_01","CF05_02","CF13_02","CF21_02","CF29_02","CF06","CF14","CF22","CF30","CF07_01","CF15_01","CF23_01","CF31_01","CF07_02","CF15_02","CF23_02","CF31_02","CF07_03","CF15_03","CF23_03","CF31_03","CF07_04","CF15_04","CF23_04","CF31_04","CF07_05","CF15_05","CF23_05","CF31_05","CF07_06","CF15_06","CF23_06","CF31_06","CF07_07","CF15_07","CF23_07","CF31_07","CF08","CF16","CF24","CF32","SD57","KL01_01","KL01_02","KL01_03","KL01_04","KL01_05","KL01_06","KL01_07","KL01_08","KL01_09","KL01_10","KL01_11","KL01_12","KL02","KL03","KL04_01","RE01_01","RE01_02","RE01_03","RE01_04","RE01_05","RE01_06","RE01_07","RE01_08","RE01_09","RE02_01","RE02_02","RE02_03","RE04_01","RE04_02","RE04_03","RE04_04","RE03_01","RE03_02","RE03_03","RE03_04","RE03_05"
"V9zsD4xuXvLi7VJ","Followup","2020-11-10 08:44:25","2020-11-10 09:16:25",5,3,5,1,4,1,1,1,1,3,5,6,NA,NA,NA,6,7,3,4,4,5,6,3,7,5,6,3,1,1,3,2,2,2,1,3,1,3,1,1,2,2,1,3,1,2,2,2,1,3,1,2,2,2,2,1,2,0,3,9,2,5,4,5,5,1,6,6,6,6,7,6,7,2,1,6,6,1,1,3,3.33333333333333,6,5.66666666666667,6.33333333333333,2.33333333333333,2.66666666666667,2,3,6,6,5,3,6,6,2,2,2,3,2,2,2.7,1,1,2,3,1,2,2,3,2,1,3,3,1,2,1,2,1,2,2,2,2,2,2,3,15,5,1,1,3,2,3,2,4,3,4,3,5,2,1,4,5,2,4,3,5,5,5,3,4,4,3,3,3,2,2,3,2,2,2,1,4,2,3,1,1,3,3,3,3,3,3,2,2,2,3,1,3,2,2,2,2,2.05,3,6,5,3,4,2,2,2,3,1,1,6,6,3,3.4,2,1,7,4,5,1,7,1,6,1,7,4,4,1,4,3,5,4,5,3,5,5,4,2,4,4,5,5,2,4,4,4,2,2,5,3,1,2,4,4,4,3.25,4.5,3.75,3,4.6,7,7,7,7,2,2,7,6,4,4,1,1,6,1,2,6,2,4,5,4,2,6,7,7,7,6,5.25,6.25,5.75,3.5,5.75,4.625,1.125,1,1,1,5,1,2,1,2,NA,13,18,23,NA,4,7,7,NA,8,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,2,2,1,2,2,2,2,2,1,1,1,1,5,4,4,2,1,7,1,1,7,1,1,7,5,5,5,1,1,7,2,FALSE,FALSE,FALSE,FALSE,TRUE
"bnv8mZFPopkp9ON","Followup","2020-11-10 23:16:06","2020-11-10 23:21:49",5,10,4,1,3,1,1,1,1,1,1,5,NA,NA,NA,5,4,3,4,3,4,4,3,4,2,4,2,1,NA,2,2,1,NA,NA,NA,2,3,2,1,NA,NA,1,3,2,1,2,2,1,2,NA,3,2,1,NA,1,NA,0,2.5,6.25,3.75,1.25,3,4,6,2,3,6,4,2,5,7,2,3,6,2,6,1,4,5,4.33333333333333,2.33333333333333,4,5,3.66666666666667,4.33333333333333,4,3,5,3,4,5,4,4,3,5,5,4,4,4,4.2,1,3,2,3,2,3,2,3,3,2,2,3,2,4,2,2,3,2,2,2,2,2,2,3,26,3,3,2,3,3,1,2,5,2,3,3,3,5,2,3,3,3,4,3,3,4,4,3,4,1,3,1,3,2,3,3,2,4,2,1,2,1,2,3,4,3,2,2,3,4,2,4,2,2,3,3,4,2,3,1,3,2.65,3,5,2,5,3,5,3,3,3.42857142857143,3,5,2,4,2,3.2,3,5,2,2,5,2,4,3,5,6,6,4.5,2,2,3,1,4,2,3,2,4,2,3,1,3,1,3,3,2,2,3,2,4,4,4,4,2,3,5,4,2,3,4,3,1.75,2.6,2,4,4,3,5,3,4,4,3,4,3,6,2,3,4,3,4,3,4,2,4,5,5,2,5,4,4.25,4.25,2.75,3.25,4.25,3,1.25,3,3,3,3,4,1,1,NA,NA,15,20,NA,NA,4,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,2,NA,NA,NA,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,3,4,5,3,5,2,4,3,4,4,5,4,3,4,5,5,3,FALSE,FALSE,TRUE,FALSE,FALSE
"hkig7JujO2hkC4R","Followup","2020-11-10 19:30:49","2020-11-10 19:58:52",3,7,5,2,3,1,1,1,1,2,1,4,1,1,3,7,6,2,2,6,3,6,2,6,1,5,3,1,2,3,1,1,3,1,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,1,2,1,2,1,1,1,2,1,10,0,0,5,2,2,5,4,4,5,4,4,2,4,2,1,4,3,2,2,4,4.33333333333333,4,4.66666666666667,3,2,1.66666666666667,2,2,3,5,5,2,5,6,4,3,3,3,3,2,2.7,1,1,1,3,1,1,2,3,1,1,2,3,1,2,2,2,1,1,1,1,2,2,2,3,9,3,1,2,3,3,3,2,4,4,4,4,3,3,2,4,5,4,2,1,5,4,4,3,4,3,5,3,3,2,2,2,2,2,3,2,3,3,2,1,1,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2.05,5,2,5,5,4,5,5,6,5,5,6,5,6,5,5.4,4,2,4,3,2,5,4,2,4,4,3,3,3,3,5,3,5,4,3,3,1,5,3,3,4,5,5,4,4,4,5,5,1,3,3,3,5,3,3,2,5,3.5,2.75,4,4.5,5,3,2,6,5,6,6,5,6,5,4,1,1,6,5,4,5,5,2,3,4,4,2,7,7,3,4,2.75,4.75,5.5,5,3.75,5.25,-1.5,4,1,1,5,3,1,1,NA,NA,10,12,NA,NA,4,4,NA,NA,5,5,NA,NA,5,5,NA,NA,4,4,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,6,1,2,2,4,5,4,3,6,6,6,4,4,3,3,6,TRUE,FALSE,FALSE,FALSE,FALSE
"8LQAK82MiKmI2rt","Followup","2020-11-15 20:30:42","2020-11-15 21:16:32",4,1,5,2,3,1,1,1,1,2,1,4,2,1,4,7,4,2,3,3,5,4,1,4,4,3,2,1,3,3,2,1,3,2,3,1,3,1,2,2,1,3,2,1,1,2,3,1,2,3,2,1,2,1,1,2,8,1,7,1,2,4,2,4,4,4,4,6,4,6,4,4,3,5,4,4,3,2,3,3.66666666666667,4,5.33333333333333,4,3,3.33333333333333,2,4,5,5,4,5,5,3,5,3,3,4,3,5,3.9,2,2,2,3,2,2,2,2,1,1,2,3,1,1,1,2,1,1,1,3,2,3,2,3,15,2,1,2,3,3,3,2,3,4,4,1,2,4,2,2,3,3,3,3,5,4,4,3,4,2,3,3,3,2,3,1,1,2,1,2,3,3,1,1,2,2,2,3,2,2,2,2,2,4,4,2,2,3,3,3,3,2.35,3,5,2,2,5,2,2,3,2.71428571428571,5,6,7,7,6,6.2,7,2,2,2,2,5,1,6,1,6,3,2.875,4,3,2,4,4,2,3,4,3,4,4,4,2,4,3,2,3,2,4,3,3,2,3,2,3,2,2,3,3,2,2.75,2,3.75,3.4,6,5,5,6,7,1,6,4,3,6,2,4,4,2,2,2,2,5,5,2,4,7,6,4,6,6,6,5.75,3,3.25,5.875,3.125,2.75,5,1,1,4,3,1,2,NA,NA,8,8,NA,NA,4,4,NA,NA,1,1,NA,NA,5,5,NA,NA,5,5,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4,5,2,4,2,4,4,6,6,2,3,3,5,2,3,4,2,FALSE,FALSE,TRUE,FALSE,FALSE
"uqb71d8CgSCb7cJ","Followup","2020-11-10 21:50:02","2020-11-10 22:05:25",4,10,5,2,3,1,1,1,1,2,1,1,1,1,1,11,6,3,3,6,2,6,3,6,3,6,3,1,1,3,2,1,2,1,3,1,3,1,1,3,2,2,3,1,1,3,3,1,1,2,3,1,1,2,1,1,2,1,10,2,0,4,1,4,6,5,6,4,5,6,3,3,3,1,5,1,6,3,4,5.33333333333333,5,4.66666666666667,2.33333333333333,4.33333333333333,1.66666666666667,2,6,3,5,4,4,6,4,6,2,3,4,2,4,3.6,1,1,1,4,2,1,1,3,1,2,2,3,1,2,1,2,1,2,1,2,1,2,2,3,10,4,1,1,1,4,5,1,3,4,3,3,4,2,1,5,4,3,2,3,5,5,5,5,5,4,3,3,3,2,2,3,2,2,3,2,3,3,2,1,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1.85,7,2,3,6,5,7,6,6,5.71428571428571,6,7,7,7,7,6.8,2,2,5,1,6,1,5,1,6,3,7,3.875,4,3,4,1,4,4,3,5,4,1,2,3,5,2,3,4,4,4,2,3,3,2,3,1,2,4,3,2,3,3.5,2.75,3.5,1.75,2.8,2,4,6,7,6,3,7,6,1,6,1,4,1,3,1,4,1,5,6,2,1,5,7,4,5,7,5.25,6.75,4,1,6,2.5,3.5,5,1,1,5,2,1,1,NA,NA,9,11,NA,NA,4,4,NA,NA,1,5,NA,NA,4,5,NA,NA,5,4,NA,NA,1,1,NA,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,1,2,5,6,3,2,7,2,6,4,1,1,5,1,TRUE,FALSE,FALSE,FALSE,FALSE
"j4yLKjPnF99Gd4p","Followup","2020-11-13 09:45:37","2020-11-13 10:05:28",4,10,5,2,3,1,1,1,1,2,2,4,1,2,1,6,6,3,5,6,5,6,4,6,6,6,3,2,1,3,3,1,3,2,3,2,3,1,3,3,2,2,3,1,2,3,2,1,1,2,3,2,1,1,1,1,5,4,10,2,1,2,5,7,2,5,1,2,5,1,7,6,6,3,5,5,6,6,1,1.33333333333333,5,1.66666666666667,6,6.33333333333333,4.66666666666667,7,7,7,1,1,7,1,1,7,7,7,7,7,7,7,2,3,4,1,4,4,4,1,4,3,4,2,3,4,1,1,2,4,4,3,4,4,3,4,48,3,4,3,5,4,4,5,3,3,3,2,2,3,3,2,2,2,4,5,2,3,3,1,1,3,1,2,1,4,3,1,2,4,1,3,1,2,3,2,4,1,1,3,4,2,1,3,4,4,4,4,3,4,4,3,4,3.45,3,6,6,2,1,4,3,2,3,1,5,1,1,1,1.8,1,2,5,1,1,2,2,5,7,3,6,3.375,3,4,3,5,5,5,4,3,2,4,2,4,4,5,5,3,3,3,4,5,1,3,2,3,4,4,2,3,5,3.75,2.75,3.25,4.5,4.8,1,1,1,1,7,4,7,5,2,7,1,5,3,5,2,3,1,3,6,2,1,4,7,3,3,6,4.25,6.5,3.25,1.75,5.375,2.5,2.875,4,3,2,4,3,2,1,NA,NA,5,8,NA,NA,3,4,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,1,1,1,1,1,2,1,1,1,2,1,1,1,5,4,6,7,1,1,7,7,5,6,6,1,5,3,1,1,1,6,4,FALSE,FALSE,TRUE,FALSE,FALSE
"MxdRZ910jzLxrQo","Followup","2020-11-21 20:13:38","2020-11-21 20:49:36",4,7,6,2,4,1,1,1,1,2,1,1,1,1,2,11,6,2,2,6,4,6,4,6,2,6,2,2,2,3,1,1,3,1,3,1,3,1,1,3,2,1,3,1,1,2,2,1,2,1,2,2,2,1,1,1,1,4,8,0,1,6,2,1,4,7,5,6,6,6,5,5,2,1,6,2,2,5,6,5,6.33333333333333,6,4,2.66666666666667,1.66666666666667,2,5,2,4,4,3,2,6,5,2,4,4,6,2,3.5,1,1,1,4,3,2,2,2,1,1,2,4,1,1,1,4,1,1,1,1,1,3,1,1,7,4,3,1,3,5,4,3,5,4,5,4,5,2,1,5,5,3,4,4,3,5,5,3,3,4,2,3,4,3,2,2,2,2,3,2,4,3,2,1,1,4,3,2,1,4,4,2,1,3,2,1,2,1,2,1,1,1.7,7,2,5,6,7,6,6,6,6.14285714285714,7,7,7,7,6,6.8,5,1,5,4,2,5,1,1,3,3,3,2.25,3,3,4,3,4,4,4,4,3,3,3,2,4,3,4,3,2,4,2,2,4,3,3,2,3,3,4,4,2,3.25,3.75,3.5,2.75,3,7,7,7,7,6,1,7,6,6,4,2,2,6,4,2,5,5,5,6,5,5,7,6,6,4,6,5,6.25,5.5,5.5,5.625,5.5,0.125,4,2,3,5,3,2,1,2,NA,3,5,10,NA,3,3,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,4,1,1,2,2,7,5,4,3,6,6,6,5,5,5,7,FALSE,FALSE,TRUE,FALSE,FALSE
"cRU85fdjG6OzYc6","Followup","2020-11-10 10:19:48","2020-11-10 10:47:37",3,13,5,2,3,1,1,1,1,1,1,3,1,1,5,11,6,2,3,6,2,6,2,6,2,6,2,1,1,3,1,1,3,1,3,1,3,1,1,3,1,1,3,1,1,2,2,1,NA,1,3,2,1,1,1,1,0,1,8,0,0,7,1,2,6,4,6,7,6,7,2,2,2,3,4,2,2,2,6,6,4.66666666666667,7,2,2,2,4,3,3,6,5,2,6,6,6,2,2,3,2,2,2.9,1,1,1,4,1,1,1,4,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,2,2,4,2,2,3,2,3,2,4,3,4,3,5,3,2,3,4,3,3,3,4,4,4,3,4,3,3,3,3,2,1,3,1,1,3,1,3,3,1,1,1,2,3,1,1,3,2,2,2,2,2,2,2,3,2,2,3,1.65,5,3,2,5,5,4,4,5,4.28571428571429,6,6,6,6,6,6,6,1,5,1,1,7,1,1,2,3,1,1.375,4,4,4,3,4,3,5,3,3,3,3,3,4,2,3,3,3,4,3,3,2,2,2,3,3,3,3,3,4,2.75,3.25,3.75,2.75,3.4,5,5,5,3,2,3,6,5,4,5,1,2,6,3,3,2,4,3,4,2,5,5,7,6,5,5,4.5,5.5,3.75,4.75,5,4.25,0.75,4,1,2,5,3,1,2,NA,NA,10,14,NA,NA,4,4,NA,NA,5,5,NA,NA,4,4,NA,NA,4,4,NA,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,6,6,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,4,3,4,5,2,2,6,5,6,5,3,2,4,5,TRUE,FALSE,FALSE,FALSE,FALSE
"SUF4lv3vVK8BksG","Followup","2020-11-20 19:29:46","2020-11-20 19:50:54",5,7,3,1,2,1,1,1,1,1,1,1,NA,NA,NA,7,5,2,2,5,4,5,2,5,1,5,3,1,2,3,2,3,3,2,3,1,3,1,1,2,1,2,3,1,2,3,3,1,3,2,3,1,1,1,1,2,4,0,10,1,6,1,1,1,1,5,4,4,5,4,4,5,2,1,5,4,1,1,4,3,5,3,4.33333333333333,1,1.33333333333333,1,5,5,4,4,4,5,5,2,1,4,4,3,3,3.2,1,1,1,4,1,2,2,3,1,1,2,3,2,2,1,2,1,1,1,1,1,2,2,3,9,3,1,1,2,3,3,1,4,4,4,4,3,1,1,4,4,3,3,1,5,5,5,4,5,5,5,3,2,2,2,2,1,1,3,2,3,3,2,1,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,3,2.1,5,4,3,5,6,5,5,4,4.71428571428571,6,4,6,5,3,4.8,1,3,5,1,6,1,5,5,7,3,7,4.625,4,3,5,1,5,4,4,3,3,4,4,3,4,3,5,3,1,4,3,4,2,2,3,3,3,2,3,5,4,2.75,3.75,4,2.5,4.4,6,6,6,6,6,2,6,5,2,5,1,1,2,1,1,2,2,5,6,3,3,6,7,7,7,7,5.75,6.5,4.25,2.25,6.125,3.25,2.875,5,1,1,5,2,1,NA,NA,NA,13,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,4,7,1,2,1,2,5,3,4,4,4,4,4,2,3,6,4,FALSE,FALSE,TRUE,FALSE,FALSE
"Z2CpHeuVU5SHK10","Followup","2020-11-15 08:53:23","2020-11-15 09:28:58",4,7,6,2,4,1,1,1,1,1,1,1,1,4,4,11,6,1,1,6,1,6,1,7,1,7,2,1,1,3,1,1,3,1,3,1,3,1,3,1,1,1,3,1,1,2,NA,1,1,1,2,NA,2,1,1,3,2,1.25,8,0,2,7,1,2,5,7,4,6,4,6,4,6,6,6,6,6,2,1,2,3.66666666666667,5.66666666666667,6.33333333333333,5.33333333333333,1.66666666666667,4.33333333333333,7,7,7,5,5,4,5,5,7,2,3,3,3,3,4.6,2,1,2,3,2,1,2,3,2,1,2,3,2,1,1,3,1,1,1,1,2,2,2,2,11,2,1,1,3,3,2,2,1,2,5,2,4,2,2,1,4,3,4,5,5,5,4,3,4,4,1,3,3,2,2,2,1,3,3,2,3,3,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,3,3,2.25,7,1,6,6,6,5,6,7,6.14285714285714,6,6,6,5,3,5.2,7,1,7,1,1,6,1,3,1,1,2,1.375,2,4,5,2,3,4,3,1,3,1,2,5,5,3,4,5,4,3,3,4,4,4,2,5,3,4,1,2,2,4.25,2,4.5,2.75,2.8,6,5,7,5,7,2,6,6,4,7,1,3,4,1,1,5,5,5,7,5,6,6,7,5,7,7,6.25,6.75,5.25,4.75,6.5,5,1.5,5,1,1,5,1,1,2,1,NA,13,16,17,NA,4,7,7,NA,8,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,7,1,4,7,7,5,2,2,6,7,6,6,2,2,6,6,FALSE,FALSE,FALSE,TRUE,FALSE
"0e3x7TR4BVhcXcG","Followup","2020-11-10 23:30:29","2020-11-11 00:03:03",4,3,4,2,2,1,1,1,1,1,1,4,1,1,5,11,5,2,3,6,5,5,2,5,2,5,3,1,2,3,2,1,3,1,3,1,3,1,2,2,2,1,3,1,1,3,3,1,1,1,2,1,2,1,1,2,2,2,10,1,1,7,1,2,1,5,3,5,4,6,2,2,1,1,6,3,1,1,3,2.33333333333333,5,6,2.33333333333333,1.33333333333333,1,3,1,4,6,3,2,7,6,1,1,2,5,1,2,2.2,1,1,1,4,1,1,2,3,1,1,1,3,1,1,2,2,1,1,1,2,1,2,2,3,7,5,1,2,1,3,4,1,3,4,4,4,4,2,1,3,3,2,4,5,5,4,5,5,5,4,1,3,4,2,1,3,2,2,2,2,3,3,1,1,1,3,3,2,1,3,3,2,1,2,3,2,2,2,2,2,2,1.75,5,2,3,6,6,6,6,6,5.42857142857143,6,7,7,7,6,6.6,5,1,6,1,1,3,1,1,3,2,5,1.875,2,4,5,1,4,5,3,1,4,4,1,1,5,2,4,4,3,5,3,4,1,4,2,5,2,5,5,3,5,4.5,3.25,5,2,4.2,3,5,6,5,7,3,7,6,3,7,1,2,4,3,3,2,2,4,4,5,2,5,7,6,5,5,5.25,5.75,4.75,2.75,5.5,3.75,1.75,5,1,1,5,3,1,NA,NA,NA,8,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,2,2,1,1,1,1,1,1,1,1,1,4,3,3,7,5,1,6,6,3,4,4,3,7,7,7,2,1,6,5,FALSE,FALSE,FALSE,TRUE,FALSE
"R5e6FK4wj77A8bx","Followup","2020-11-10 10:07:40","2020-11-10 10:29:49",5,3,3,1,2,1,1,1,1,1,1,4,NA,NA,NA,12,5,2,2,6,2,6,2,6,2,6,2,1,1,3,1,1,3,2,3,2,3,1,1,3,3,2,3,2,1,3,2,1,1,2,1,2,3,1,1,1,3,6,9,1,0,5,1,1,6,1,6,6,1,5,1,1,3,1,1,1,1,1,5,5.66666666666667,1,5.33333333333333,1,1,1.66666666666667,1,1,3,4,4,5,5,5,1,1,4,4,3,3,2.6,1,1,1,1,1,1,1,3,1,1,2,3,1,2,1,2,1,1,1,1,4,2,2,3,9,5,5,1,1,3,3,2,5,1,5,2,5,3,2,3,4,2,5,2,1,5,4,5,4,3,4,4,3,2,2,3,1,2,3,2,3,3,2,1,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,3,3,1.85,5,2,3,4,4,6,5,6,4.71428571428571,5,6,5,5,3,4.8,4,2,5,1,1,6,4,4,4,3,2,2.625,2,2,5,3,4,3,1,2,3,4,1,5,5,2,3,4,4,3,2,4,2,4,4,4,3,5,1,2,4,4,2,4.25,2.5,3.8,3,3,3,5,3,6,3,6,6,2,3,1,6,3,3,5,6,2,2,6,6,2,5,7,5,5,2.75,3.75,6,6,3.25,6,-2.75,4,1,1,5,2,4,NA,NA,NA,9,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,6,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,2,4,7,1,1,1,2,4,7,7,1,6,6,6,3,3,2,2,FALSE,FALSE,TRUE,FALSE,FALSE
