id	week	day	well	awake	relaxed	pleased	bold	energetic	extraverted	talkative	study_burden	study_interfere	study_annoy	time001	good	calm	rested	happy	not_shy	envious	compliance	flag	quiet	bashful	withdrawn	careless	disorganized	inefficient	sloppy	unsympathetic	harsh	relaxed_personality	rude	uncreative	unintellectual	cold	beep
YUZKX	2	8	3	2	NA	NA	4	4	1	2	NA	NA	NA	2	5	5	NA	NA	5	5	1	0	1	1	5	4	1	5	1	1	NA	NA	NA	NA	NA	NA	NA
MKVYU	2	8	5	2	NA	NA	4	3	2	4	NA	NA	NA	13	6	5	NA	NA	4	1	1	0	2	2	2	2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
JBFRT	2	8	5	3	NA	NA	3	2	2	3	NA	NA	NA	2	4	4	NA	NA	5	2	1	0	4	2	3	4	1	4	1	1	NA	NA	NA	NA	NA	NA	NA
OJDVJ	2	8	7	5	NA	NA	3	2	1	1	NA	NA	NA	3	7	7	NA	NA	3	1	1	0	5	1	5	5	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
TPDCS	1	1	5	6	NA	NA	2	4	2	3	NA	NA	NA	3	6	6	NA	NA	4	2	1	0	4	1	3	4	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
OZRHZ	2	8	3	5	NA	NA	1	3	3	4	NA	NA	NA	2	3	2	NA	NA	4	1	1	0	2	1	4	1	4	4	2	2	NA	NA	NA	NA	NA	NA	NA
VOVML	2	8	6	4	NA	NA	3	3	4	4	NA	NA	NA	1	6	4	NA	NA	4	2	1	0	2	2	3	3	2	2	3	1	NA	NA	NA	NA	NA	NA	NA
NAOJU	2	8	4	4	NA	NA	1	1	1	1	NA	NA	NA	4	4	6	NA	NA	5	1	1	0	4	1	1	3	1	3	1	2	NA	NA	NA	NA	NA	NA	NA
UPRLT	2	8	5	5	NA	NA	4	3	4	5	NA	NA	NA	4	5	2	NA	NA	5	5	1	0	3	1	2	1	3	2	1	2	NA	NA	NA	NA	NA	NA	NA
YGIPI	2	8	6	5	NA	NA	4	4	5	4	NA	NA	NA	3	6	2	NA	NA	2	1	1	0	2	2	3	2	3	3	1	1	NA	NA	NA	NA	NA	NA	NA
VGRJJ	2	8	6	4	NA	NA	3	2	2	1	NA	NA	NA	6	6	6	NA	NA	2	1	1	0	5	3	5	3	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
SNAFE	1	1	7	5	NA	NA	1	4	4	5	NA	NA	NA	5	7	4	NA	NA	5	2	1	0	1	1	1	2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
XPIEK	2	12	5	3	NA	NA	1	2	3	4	NA	NA	NA	4	5	2	NA	NA	4	2	1	0	4	2	2	2	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
KNCUM	2	8	5	3	NA	NA	1	1	1	4	NA	NA	NA	1	5	5	NA	NA	5	2	1	0	3	1	2	4	4	3	1	2	NA	NA	NA	NA	NA	NA	NA
EBAZA	1	5	5	5	NA	NA	1	3	2	2	NA	NA	NA	25	6	6	NA	NA	4	2	1	0	2	2	2	4	2	2	1	2	NA	NA	NA	NA	NA	NA	NA
GXFYT	2	8	1	5	NA	NA	1	1	1	2	NA	NA	NA	6	2	2	NA	NA	5	5	1	0	4	1	4	1	3	1	1	5	NA	NA	NA	NA	NA	NA	NA
JRVBS	2	8	7	6	NA	NA	1	3	2	3	NA	NA	NA	1	6	6	NA	NA	5	1	1	0	5	1	1	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
CAJKZ	2	8	4	6	NA	NA	1	3	2	3	NA	NA	NA	12	5	4	NA	NA	5	1	1	0	3	1	1	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
RTUXJ	2	8	4	4	NA	NA	3	3	3	3	NA	NA	NA	1	4	4	NA	NA	3	3	1	0	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA
STRING	2	12	5	6	NA	NA	2	4	3	2	NA	NA	NA	6	5	5	NA	NA	4	2	1	0	4	2	2	2	4	3	2	1	NA	NA	NA	NA	NA	NA	NA
THTKD	2	8	7	7	NA	NA	2	5	2	5	NA	NA	NA	4	7	6	NA	NA	4	1	1	0	4	1	1	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
LWLKG	2	8	5	4	NA	NA	2	4	2	2	NA	NA	NA	2	5	4	NA	NA	4	1	1	0	3	3	4	2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
EAKCY	2	8	5	2	NA	NA	2	3	2	2	NA	NA	NA	70	5	5	NA	NA	4	1	1	0	4	1	4	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
TCQPN	2	8	5	4	NA	NA	3	3	1	3	NA	NA	NA	1	5	3	NA	NA	5	1	1	0	2	1	1	1	1	1	1	5	NA	NA	NA	NA	NA	NA	NA
JLVBY	2	8	6	7	NA	NA	4	4	2	4	NA	NA	NA	30	6	5	NA	NA	5	1	1	0	4	1	1	4	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
TGCDU	2	8	6	6	NA	NA	5	4	4	4	NA	NA	NA	3	6	3	NA	NA	5	1	1	0	3	1	1	1	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
PWFOW	1	1	4	5	NA	NA	1	2	3	3	NA	NA	NA	4	4	5	NA	NA	5	1	1	0	2	1	1	2	1	1	1	2	NA	NA	NA	NA	NA	NA	NA
DCNEH	1	1	4	3	NA	NA	3	3	2	2	NA	NA	NA	5	4	4	NA	NA	3	3	1	0	4	2	3	2	3	3	2	2	NA	NA	NA	NA	NA	NA	NA
HLBQA	2	8	5	4	NA	NA	2	3	2	3	NA	NA	NA	20	5	4	NA	NA	4	1	1	0	2	2	2	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
LDVTU	2	8	5	3	NA	NA	1	4	3	3	NA	NA	NA	2	6	3	NA	NA	5	1	1	0	2	1	4	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
RUZNC	2	8	4	6	NA	NA	3	3	4	3	NA	NA	NA	2	5	6	NA	NA	3	1	1	0	3	2	3	4	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
MMBNH	1	1	4	6	NA	NA	3	2	2	2	NA	NA	NA	4	4	4	NA	NA	3	2	1	0	3	2	3	2	2	1	2	2	NA	NA	NA	NA	NA	NA	NA
BWAKG	2	8	3	3	NA	NA	2	3	2	3	NA	NA	NA	2	4	3	NA	NA	4	2	1	0	3	2	2	2	4	3	4	2	NA	NA	NA	NA	NA	NA	NA
PBRQP	2	8	2	5	NA	NA	3	4	1	2	NA	NA	NA	1	2	2	NA	NA	4	1	1	0	1	1	3	1	1	1	1	5	NA	NA	NA	NA	NA	NA	NA
YJPIM	2	8	5	5	NA	NA	2	4	4	3	NA	NA	NA	3	5	5	NA	NA	5	1	1	0	3	1	2	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
EHQVJ	2	8	5	5	NA	NA	2	3	2	2	NA	NA	NA	1	5	7	NA	NA	3	2	1	0	5	1	4	3	2	3	2	2	NA	NA	NA	NA	NA	NA	NA
KOTXK	2	8	6	5	NA	NA	1	4	4	4	NA	NA	NA	40	5	5	NA	NA	5	1	1	0	2	1	2	3	2	2	3	1	NA	NA	NA	NA	NA	NA	NA
JFXGT	1	1	1	1	NA	NA	1	1	1	1	NA	NA	NA	2	3	1	NA	NA	5	1	1	0	3	1	1	1	5	5	5	3	NA	NA	NA	NA	NA	NA	NA
MOTIT	2	8	6	6	NA	NA	1	3	4	4	NA	NA	NA	4	6	6	NA	NA	5	1	1	0	2	1	1	3	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
VAYRC	2	8	1	1	NA	NA	1	1	1	1	NA	NA	NA	10	3	1	NA	NA	5	1	1	0	3	1	2	1	1	1	1	2	NA	NA	NA	NA	NA	NA	NA
TITLM	2	12	6	3	NA	NA	5	4	3	4	NA	NA	NA	1	6	2	NA	NA	4	4	1	0	1	2	3	2	1	2	1	4	NA	NA	NA	NA	NA	NA	NA
SKNWS	1	5	2	6	NA	NA	2	1	2	1	NA	NA	NA	2	2	6	NA	NA	3	4	1	0	4	2	4	2	4	5	3	3	NA	NA	NA	NA	NA	NA	NA
DEUZX	2	8	4	1	NA	NA	2	2	3	5	NA	NA	NA	1	5	6	NA	NA	3	1	1	0	4	1	2	3	2	4	1	1	NA	NA	NA	NA	NA	NA	NA
QRMWV	1	1	4	2	NA	NA	2	4	3	1	NA	NA	NA	15	4	4	NA	NA	4	1	1	0	1	1	4	1	4	3	4	2	NA	NA	NA	NA	NA	NA	NA
YRMVM	2	8	3	3	NA	NA	4	2	3	5	NA	NA	NA	2	4	6	NA	NA	3	4	1	0	4	2	2	2	3	4	1	2	NA	NA	NA	NA	NA	NA	NA
RDCMU	1	5	7	7	NA	NA	4	4	4	3	NA	NA	NA	6	6	7	NA	NA	4	1	1	0	4	2	2	4	2	3	3	2	NA	NA	NA	NA	NA	NA	NA
NVQIA	2	8	4	5	NA	NA	4	3	3	5	NA	NA	NA	3	4	5	NA	NA	5	1	1	0	4	2	1	2	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
MELBP	2	8	2	6	NA	NA	2	3	2	2	NA	NA	NA	1	3	3	NA	NA	2	3	1	0	2	4	4	1	3	4	2	3	NA	NA	NA	NA	NA	NA	NA
TCUED	1	5	5	5	NA	NA	3	3	2	1	NA	NA	NA	3	5	6	NA	NA	4	1	1	0	4	2	3	2	4	2	1	3	NA	NA	NA	NA	NA	NA	NA
FXRFV	1	1	5	6	NA	NA	2	2	3	2	NA	NA	NA	1	4	3	NA	NA	3	4	1	0	4	3	3	1	3	4	3	4	NA	NA	NA	NA	NA	NA	NA
NNKGZ	1	5	4	3	NA	NA	4	2	3	2	NA	NA	NA	295	5	4	NA	NA	5	1	1	0	2	1	2	2	3	1	1	1	NA	NA	NA	NA	NA	NA	NA
VSKGT	2	8	4	3	NA	NA	2	4	2	2	NA	NA	NA	2	4	2	NA	NA	4	1	1	0	2	2	2	4	3	4	2	3	NA	NA	NA	NA	NA	NA	NA
ALUZA	2	8	5	5	NA	NA	1	1	1	1	NA	NA	NA	6	5	7	NA	NA	5	1	1	0	5	1	1	2	3	4	3	5	NA	NA	NA	NA	NA	NA	NA
YBZKC	2	8	7	7	NA	NA	4	5	5	5	NA	NA	NA	7	7	7	NA	NA	4	1	1	0	4	1	3	4	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
SDKYF	2	8	6	7	NA	NA	2	4	2	2	NA	NA	NA	3	6	7	NA	NA	4	1	1	0	3	1	3	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
RHGBA	1	5	1	2	NA	NA	1	1	1	1	NA	NA	NA	5	2	4	NA	NA	5	3	1	0	2	1	2	1	2	5	2	2	NA	NA	NA	NA	NA	NA	NA
RTHHA	2	8	7	7	NA	NA	2	3	3	4	NA	NA	NA	2	7	4	NA	NA	5	1	1	0	3	1	2	5	1	2	1	2	NA	NA	NA	NA	NA	NA	NA
PGZDV	1	5	5	7	NA	NA	4	5	4	2	NA	NA	NA	1	6	3	NA	NA	5	2	1	0	2	1	4	4	1	1	2	1	NA	NA	NA	NA	NA	NA	NA
ULVXM	2	8	6	2	NA	NA	2	2	3	3	NA	NA	NA	2	6	6	NA	NA	5	1	1	0	4	1	2	3	3	5	2	3	NA	NA	NA	NA	NA	NA	NA
PNIJU	2	8	6	5	NA	NA	2	3	2	4	NA	NA	NA	2	6	6	NA	NA	4	1	1	0	4	2	2	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
NLJIO	2	8	7	6	NA	NA	3	4	4	5	NA	NA	NA	1	7	6	NA	NA	5	1	1	0	4	1	1	5	3	3	1	1	NA	NA	NA	NA	NA	NA	NA
ZOVLP	2	8	4	5	NA	NA	1	1	1	1	NA	NA	NA	3	4	4	NA	NA	4	3	1	0	5	5	3	1	1	3	3	3	NA	NA	NA	NA	NA	NA	NA
BMVTG	1	5	4	4	NA	NA	3	3	3	3	NA	NA	NA	1	4	4	NA	NA	3	3	1	0	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA
GYJLW	1	5	6	4	NA	NA	4	2	2	3	NA	NA	NA	1	6	7	NA	NA	5	2	1	0	4	2	2	2	2	2	1	2	NA	NA	NA	NA	NA	NA	NA
SZUZB	1	1	4	6	NA	NA	1	4	3	1	NA	NA	NA	57	6	4	NA	NA	5	2	1	0	5	1	2	5	4	2	2	1	NA	NA	NA	NA	NA	NA	NA
RPHSH	2	8	1	1	NA	NA	2	2	2	1	NA	NA	NA	5	3	4	NA	NA	4	4	1	0	3	2	2	3	3	3	3	2	NA	NA	NA	NA	NA	NA	NA
RTBJG	1	1	7	2	NA	NA	4	2	3	3	NA	NA	NA	2	7	7	NA	NA	4	1	1	0	5	3	5	5	2	3	2	1	NA	NA	NA	NA	NA	NA	NA
UGNPG	2	8	6	3	NA	NA	2	3	4	4	NA	NA	NA	15	5	4	NA	NA	5	1	1	0	3	4	2	3	1	3	1	1	NA	NA	NA	NA	NA	NA	NA
LDVTU	2	8	5	4	NA	NA	1	4	3	4	NA	NA	NA	2	6	5	NA	NA	5	1	1	0	4	1	1	2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
KIBDL	2	8	5	5	NA	NA	2	4	3	2	NA	NA	NA	1495	5	5	NA	NA	4	1	1	0	4	2	2	4	2	4	2	1	NA	NA	NA	NA	NA	NA	NA
MKVYU	2	8	5	3	NA	NA	3	2	2	4	NA	NA	NA	13	5	5	NA	NA	4	4	1	0	3	2	2	2	4	2	2	2	NA	NA	NA	NA	NA	NA	NA
KOTXK	2	8	6	4	NA	NA	1	4	4	5	NA	NA	NA	57	5	5	NA	NA	5	1	1	0	2	1	2	3	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
NAOJU	2	8	6	5	NA	NA	1	3	1	1	NA	NA	NA	2	6	6	NA	NA	5	1	1	0	4	1	3	3	2	2	1	2	NA	NA	NA	NA	NA	NA	NA
PNIJU	2	8	6	5	NA	NA	2	3	2	4	NA	NA	NA	2	6	6	NA	NA	4	1	1	0	3	2	3	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
CAJKZ	2	8	5	3	NA	NA	1	1	2	4	NA	NA	NA	2	4	5	NA	NA	5	1	1	0	4	1	1	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
YGIPI	2	8	4	2	NA	NA	3	2	3	2	NA	NA	NA	1	5	2	NA	NA	5	1	1	0	3	3	2	2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
AZRXC	2	8	7	6	NA	NA	1	1	1	1	NA	NA	NA	28	7	7	NA	NA	5	1	1	0	5	1	1	4	1	3	1	1	NA	NA	NA	NA	NA	NA	NA
PBRQP	2	8	7	6	NA	NA	3	4	3	2	NA	NA	NA	1	6	7	NA	NA	4	1	1	0	5	1	4	5	3	2	1	1	NA	NA	NA	NA	NA	NA	NA
VGRJJ	2	8	5	3	NA	NA	2	3	2	4	NA	NA	NA	4	5	4	NA	NA	2	2	1	0	4	2	2	4	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
TGCDU	2	8	2	4	NA	NA	5	4	5	5	NA	NA	NA	3	2	6	NA	NA	5	2	1	0	4	1	1	1	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
YBZKC	2	8	7	3	NA	NA	3	4	4	4	NA	NA	NA	2	7	5	NA	NA	5	1	1	0	4	1	2	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
OJDVJ	2	8	7	7	NA	NA	5	5	1	1	NA	NA	NA	1	7	5	NA	NA	5	1	1	0	5	1	1	5	1	1	1	2	NA	NA	NA	NA	NA	NA	NA
ULVXM	2	8	6	6	NA	NA	3	4	4	2	NA	NA	NA	4	6	6	NA	NA	5	1	1	0	3	1	3	3	2	4	2	3	NA	NA	NA	NA	NA	NA	NA
UPRLT	2	8	6	3	NA	NA	1	3	3	4	NA	NA	NA	8	4	3	NA	NA	5	4	1	0	3	1	2	1	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
BWAKG	2	8	4	6	NA	NA	4	4	4	1	NA	NA	NA	1	6	3	NA	NA	4	4	1	0	2	2	2	2	1	1	2	2	NA	NA	NA	NA	NA	NA	NA
VOVML	2	8	5	4	NA	NA	2	3	2	3	NA	NA	NA	1	6	5	NA	NA	4	1	1	0	4	3	2	2	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
DEUZX	2	8	5	5	NA	NA	3	4	2	1	NA	NA	NA	1	5	6	NA	NA	3	2	1	0	5	2	2	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
KUCTO	2	8	5	2	NA	NA	3	1	1	3	NA	NA	NA	1	5	5	NA	NA	4	1	1	0	4	1	2	2	2	4	2	1	NA	NA	NA	NA	NA	NA	NA
RTHHA	2	8	6	7	NA	NA	1	1	5	5	NA	NA	NA	2	7	5	NA	NA	5	2	1	0	3	1	2	5	1	2	1	2	NA	NA	NA	NA	NA	NA	NA
JRVBS	2	8	7	2	NA	NA	1	4	2	4	NA	NA	NA	7	7	6	NA	NA	4	1	1	0	5	1	2	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
ENVGU	2	8	5	4	NA	NA	3	1	1	4	NA	NA	NA	2	6	6	NA	NA	5	1	1	0	4	1	2	4	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
SKCAS	1	1	6	5	NA	NA	3	3	2	3	NA	NA	NA	2	6	4	NA	NA	5	2	1	0	4	1	4	2	2	3	2	2	NA	NA	NA	NA	NA	NA	NA
RVKGG	1	1	3	5	NA	NA	3	2	2	3	NA	NA	NA	3	3	3	NA	NA	3	3	1	0	3	1	2	1	5	5	3	3	NA	NA	NA	NA	NA	NA	NA
YJPIM	2	8	5	5	NA	NA	2	4	4	2	NA	NA	NA	2	5	5	NA	NA	5	1	1	0	3	1	3	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
VMOPQ	1	1	5	5	NA	NA	3	4	3	4	NA	NA	NA	17	5	7	NA	NA	3	3	1	0	5	1	5	4	2	1	1	2	NA	NA	NA	NA	NA	NA	NA
TPDCS	1	1	6	3	NA	NA	2	3	2	2	NA	NA	NA	2	5	6	NA	NA	3	2	1	0	2	2	3	2	2	3	2	2	NA	NA	NA	NA	NA	NA	NA
TNJFS	2	12	5	5	NA	NA	1	3	2	3	NA	NA	NA	2	6	2	NA	NA	3	1	1	0	2	2	4	2	4	5	1	2	NA	NA	NA	NA	NA	NA	NA
STRING	2	12	5	4	NA	NA	2	4	3	2	NA	NA	NA	66	5	3	NA	NA	4	1	1	0	2	2	2	3	2	4	1	1	NA	NA	NA	NA	NA	NA	NA
TIJBH	2	8	6	5	NA	NA	3	2	2	1	NA	NA	NA	1	7	6	NA	NA	4	1	1	0	4	2	4	4	2	4	1	1	NA	NA	NA	NA	NA	NA	NA
RTUXJ	2	8	4	4	NA	NA	3	3	3	3	NA	NA	NA	2	4	4	NA	NA	3	3	1	0	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA
GOZWS	2	12	4	2	NA	NA	2	1	2	2	NA	NA	NA	4	3	5	NA	NA	3	3	1	0	4	2	4	1	3	3	3	2	NA	NA	NA	NA	NA	NA	NA
YRMVM	2	8	3	5	NA	NA	5	3	3	3	NA	NA	NA	2	3	4	NA	NA	3	4	1	0	4	3	4	2	3	2	2	1	NA	NA	NA	NA	NA	NA	NA
PWFOW	1	1	4	5	NA	NA	1	2	1	1	NA	NA	NA	103	4	5	NA	NA	5	3	1	0	4	1	1	3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
JSXBK	2	8	4	4	NA	NA	2	2	1	1	NA	NA	NA	1	4	3	NA	NA	2	3	1	0	4	1	5	3	3	4	5	2	NA	NA	NA	NA	NA	NA	NA
NZDAZ	2	12	5	4	NA	NA	3	2	4	5	NA	NA	NA	6	6	7	NA	NA	5	3	1	0	4	1	1	4	2	3	2	3	NA	NA	NA	NA	NA	NA	NA
KNCUM	2	8	4	3	NA	NA	3	2	2	4	NA	NA	NA	4	5	5	NA	NA	4	3	1	0	3	1	2	2	4	4	1	2	NA	NA	NA	NA	NA	NA	NA
THTKD	2	8	7	7	NA	NA	1	4	1	5	NA	NA	NA	4	7	6	NA	NA	5	1	1	0	2	1	2	5	2	1	1	1	NA	NA	NA	NA	NA	NA	NA
WERXV	1	5	6	5	NA	NA	2	1	2	3	NA	NA	NA	587	6	4	NA	NA	5	2	1	0	2	2	1	1	1	3	1	1	NA	NA	NA	NA	NA	NA	NA
HLBQA	2	8	5	5	NA	NA	3	4	3	4	NA	NA	NA	153	5	4	NA	NA	4	3	1	0	3	2	2	3	3	4	2	1	NA	NA	NA	NA	NA	NA	NA
JZRYP	1	5	1	2	NA	NA	1	1	1	1	NA	NA	NA	2	1	3	NA	NA	3	1	1	0	4	5	4	1	3	4	2	1	NA	NA	NA	NA	NA	NA	NA
KHCUF	2	12	5	5	NA	NA	2	3	1	1	NA	NA	NA	2	5	5	NA	NA	4	1	1	0	4	1	3	3	2	4	2	1	NA	NA	NA	NA	NA	NA	NA
RANQU	1	5	6	5	NA	NA	3	4	3	4	NA	NA	NA	31	6	5	NA	NA	4	1	1	0	4	2	1	4	2	2	2	1	NA	NA	NA	NA	NA	NA	NA
MDPBW	1	5	6	4	NA	NA	3	4	1	1	NA	NA	NA	12	5	5	NA	NA	5	1	1	0	4	1	2	3	2	3	1	2	NA	NA	NA	NA	NA	NA	NA
QUQJQ	1	5	6	4	NA	NA	4	3	5	5	NA	NA	NA	2	6	3	NA	NA	5	5	1	0	3	1	3	3	2	5	1	1	NA	NA	NA	NA	NA	NA	NA
EBAZA	1	5	3	3	NA	NA	1	2	2	1	NA	NA	NA	4	3	6	NA	NA	5	1	1	0	4	1	4	2	3	4	2	3	NA	NA	NA	NA	NA	NA	NA
RHGBA	1	5	3	3	NA	NA	1	2	1	1	NA	NA	NA	2	3	4	NA	NA	5	2	1	0	2	1	4	2	3	3	2	3	NA	NA	NA	NA	NA	NA	NA
GXFYT	2	8	6	2	NA	NA	1	4	3	1	NA	NA	NA	6	5	3	NA	NA	5	5	1	0	5	1	5	1	1	5	1	1	NA	NA	NA	NA	NA	NA	NA
RMUVI	1	1	3	6	NA	NA	2	2	2	2	NA	NA	NA	8	2	2	NA	NA	4	2	1	0	2	3	3	1	3	4	3	2	NA	NA	NA	NA	NA	NA	NA
NUYUE	1	5	6	5	NA	NA	3	2	1	1	NA	NA	NA	9	6	7	NA	NA	5	1	1	0	5	1	1	5	2	3	4	1	NA	NA	NA	NA	NA	NA	NA
SZUZB	1	1	3	5	NA	NA	3	2	3	2	NA	NA	NA	38	4	3	NA	NA	5	4	1	0	4	2	3	1	4	4	4	2	NA	NA	NA	NA	NA	NA	NA
ALUZA	2	8	5	3	NA	NA	2	5	3	2	NA	NA	NA	7	5	5	NA	NA	5	1	1	0	3	1	1	3	1	1	2	5	NA	NA	NA	NA	NA	NA	NA
BMVTG	1	5	1	2	NA	NA	1	1	1	1	NA	NA	NA	21	3	1	NA	NA	5	1	1	0	1	1	1	1	5	5	3	1	NA	NA	NA	NA	NA	NA	NA
TOKTG	1	5	2	1	NA	NA	1	1	1	1	NA	NA	NA	4	2	2	NA	NA	5	1	1	0	5	1	5	3	5	4	1	1	NA	NA	NA	NA	NA	NA	NA
SNAFE	1	1	4	3	NA	NA	1	4	3	3	NA	NA	NA	16	5	5	NA	NA	5	5	1	0	4	1	3	2	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
FXUKQ	1	5	3	3	NA	NA	1	2	2	3	NA	NA	NA	2	3	3	NA	NA	4	2	1	0	4	1	2	2	2	1	4	1	NA	NA	NA	NA	NA	NA	NA
GYJLW	1	5	7	5	NA	NA	4	2	2	4	NA	NA	NA	1	6	7	NA	NA	5	2	1	0	5	1	2	2	2	3	2	2	NA	NA	NA	NA	NA	NA	NA
ZOVLP	2	8	4	2	NA	NA	1	1	1	1	NA	NA	NA	3	2	3	NA	NA	3	3	1	0	5	3	5	1	3	1	2	3	NA	NA	NA	NA	NA	NA	NA
MJBGG	1	5	4	3	NA	NA	1	2	1	2	NA	NA	NA	4	3	4	NA	NA	4	2	1	0	3	1	4	3	3	3	2	1	NA	NA	NA	NA	NA	NA	NA
YUZKX	2	8	5	5	NA	NA	1	4	1	2	NA	NA	NA	4	5	5	NA	NA	5	5	1	0	4	1	4	5	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
QRMWV	1	1	4	3	NA	NA	1	4	2	1	NA	NA	NA	7	4	3	NA	NA	5	1	1	0	1	1	2	1	3	3	2	1	NA	NA	NA	NA	NA	NA	NA
FXRFV	1	1	6	4	NA	NA	4	4	3	3	NA	NA	NA	2	6	4	NA	NA	5	3	1	0	3	3	2	4	1	4	3	2	NA	NA	NA	NA	NA	NA	NA
HAJFC	1	5	5	4	NA	NA	4	4	4	4	NA	NA	NA	1	5	5	NA	NA	4	1	1	0	2	2	2	4	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
SKNWS	1	5	2	5	NA	NA	3	3	2	2	NA	NA	NA	1	2	5	NA	NA	3	3	1	0	4	2	4	3	3	2	2	3	NA	NA	NA	NA	NA	NA	NA
WWBCI	1	1	5	7	NA	NA	1	3	2	3	NA	NA	NA	2	6	7	NA	NA	3	1	1	0	5	1	3	5	2	3	2	3	NA	NA	NA	NA	NA	NA	NA
VAYRC	2	8	6	3	NA	NA	1	2	2	3	NA	NA	NA	2	5	4	NA	NA	5	1	1	0	2	1	1	2	2	4	3	2	NA	NA	NA	NA	NA	NA	NA
OIQAJ	2	8	6	6	NA	NA	5	5	5	5	NA	NA	NA	7	6	6	NA	NA	5	1	1	0	3	1	1	2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
NVQIA	2	8	4	5	NA	NA	1	3	3	4	NA	NA	NA	2	4	3	NA	NA	2	1	1	0	2	4	2	2	3	3	1	1	NA	NA	NA	NA	NA	NA	NA
XPIEK	2	12	4	2	NA	NA	1	2	1	3	NA	NA	NA	3	3	2	NA	NA	1	1	1	0	4	2	4	1	2	4	1	1	NA	NA	NA	NA	NA	NA	NA
JBFRT	2	8	6	5	NA	NA	3	3	3	2	NA	NA	NA	2	4	4	NA	NA	5	1	1	0	3	1	1	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA
BTCQO	1	1	4	3	NA	NA	2	2	2	2	NA	NA	NA	11	4	5	NA	NA	4	2	1	0	4	1	2	3	3	3	2	3	NA	NA	NA	NA	NA	NA	NA
SDKYF	2	8	7	7	NA	NA	1	4	5	5	NA	NA	NA	2	6	6	NA	NA	5	1	1	0	5	2	1	5	1	3	1	1	NA	NA	NA	NA	NA	NA	NA
RYKCC	1	5	5	6	NA	NA	1	4	2	2	NA	NA	NA	1	5	6	NA	NA	5	1	1	0	4	1	4	3	1	2	1	1	NA	NA	NA	NA	NA	NA	NA
VSKGT	2	8	5	2	NA	NA	2	4	4	4	NA	NA	NA	1	4	5	NA	NA	3	4	1	0	4	2	3	3	3	2	1	2	NA	NA	NA	NA	NA	NA	NA
RPKQF	1	1	5	2	NA	NA	1	2	2	4	NA	NA	NA	3	3	3	NA	NA	4	1	1	0	4	1	2	3	4	4	3	1	NA	NA	NA	NA	NA	NA	NA
EAKCY	2	8	5	3	NA	NA	2	4	4	4	NA	NA	NA	1	5	5	NA	NA	5	1	1	0	3	2	2	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
TCUED	1	5	3	5	NA	NA	2	3	1	1	NA	NA	NA	6	4	5	NA	NA	3	1	1	0	3	4	4	3	4	2	1	3	NA	NA	NA	NA	NA	NA	NA
AGUCM	2	8	4	4	NA	NA	1	4	4	5	NA	NA	NA	2	5	6	NA	NA	5	1	1	0	4	1	2	3	2	2	1	1	NA	NA	NA	NA	NA	NA	NA
